,date,time,retweet_count,neg,neu,pos,cmpd,IsTradingDay,is_retweet,numTweets,EMA5,EMA10,EMA20,Output
10206,2017-08-17,10.401388888888887,15262.0,0.131,0.696,0.172,-0.1346,1,False,12,234.0712344187537,234.44029740368228,234.86798266637578,-1.0
10207,2017-08-17,10.3275,20156.0,0.0,1.0,0.0,0.0,1,False,12,234.0712344187537,234.44029740368228,234.86798266637578,-1.0
10208,2017-08-17,2.921666666666667,15690.0,0.0,0.67,0.33,0.8355,1,False,12,234.0712344187537,234.44029740368228,234.86798266637578,-1.0
10209,2017-08-17,0.19111111111111112,13904.0,0.0,0.878,0.122,0.3595,1,False,12,234.0712344187537,234.44029740368228,234.86798266637578,-1.0
10210,2017-08-16,21.58777777777777,13790.0,0.0,1.0,0.0,0.0,1,False,15,234.22315162813055,234.58983016005612,234.9838334733627,-1.0
10211,2017-08-16,19.825277777777774,6394.0,0.0,1.0,0.0,0.0,1,False,15,234.22315162813055,234.58983016005612,234.9838334733627,-1.0
10212,2017-08-16,17.836944444444445,12508.0,0.10099999999999999,0.758,0.141,0.2023,1,True,15,234.22315162813055,234.58983016005612,234.9838334733627,-1.0
10213,2017-08-16,17.240833333333335,20229.0,0.096,0.7829999999999999,0.121,0.1511,1,False,15,234.22315162813055,234.58983016005612,234.9838334733627,-1.0
10214,2017-08-16,14.970555555555556,17856.0,0.0,0.635,0.365,0.8687,1,False,15,234.22315162813055,234.58983016005612,234.9838334733627,-1.0
10215,2017-08-16,14.86,9986.0,0.162,0.45899999999999996,0.379,0.7959,1,False,15,234.22315162813055,234.58983016005612,234.9838334733627,-1.0
10216,2017-08-16,12.651944444444444,52766.0,0.0,0.406,0.594,0.6588,1,False,15,234.22315162813055,234.58983016005612,234.9838334733627,-1.0
10217,2017-08-16,11.659444444444444,27363.0,0.215,0.595,0.19,-0.1865,1,False,15,234.22315162813055,234.58983016005612,234.9838334733627,-1.0
10218,2017-08-16,11.544166666666667,8335.0,0.0,0.682,0.318,0.8555,1,True,15,234.22315162813055,234.58983016005612,234.9838334733627,-1.0
10219,2017-08-16,11.536666666666667,5141.0,0.0,0.365,0.635,0.5399,1,True,15,234.22315162813055,234.58983016005612,234.9838334733627,-1.0
10220,2017-08-16,11.518888888888887,7291.0,0.0,0.193,0.807,0.636,1,False,15,234.22315162813055,234.58983016005612,234.9838334733627,-1.0
10221,2017-08-16,11.409444444444444,14618.0,0.369,0.522,0.10800000000000001,-0.7579,1,True,15,234.22315162813055,234.58983016005612,234.9838334733627,-1.0
10222,2017-08-16,11.39,1109.0,0.0,0.8270000000000001,0.17300000000000001,0.3182,1,True,15,234.22315162813055,234.58983016005612,234.9838334733627,-1.0
10223,2017-08-16,10.303888888888887,8973.0,0.066,0.662,0.272,0.7644,1,False,15,234.22315162813055,234.58983016005612,234.9838334733627,-1.0
10224,2017-08-16,10.2125,18254.0,0.27899999999999997,0.546,0.17600000000000002,-0.5255,1,False,15,234.22315162813055,234.58983016005612,234.9838334733627,-1.0
10225,2017-08-15,15.352222222222224,25350.0,0.0,1.0,0.0,0.0,1,False,10,234.1779774421958,234.65123686229083,235.0543948916114,1.0
